id,River,Country,Subregion,AreaKM2,Long,Lat,WWF_Realm,WWF_Biome,Inland,Human_footprint,Population,HANPP,Flow_disruption,Attainable_yield,Food_calories,Food_area,Food_value,Nonfood_calories,Nonfood_area,Nonfood_value,Feed_calories,Pasture_area,Aquaculture,Fish_river,Fish_marine,Oil_area,Discharge,Water_available,Water_withdrawal,Water_quality,Sediment,River_flood,Coast_flood,Navigable_water,C_soil,Soil_C_density,Soil_CEC,Soil_N,Soil_water,Soil_loss,Pollination_supply,Alpha,Bdiv_intactn_abund,Bdiv_intactn_richn,Amphib_richn,Bird_richn,Mammal_richn,Marine_animal_richn,Marine_plant_richn,Plant_richn,Seabird_richn,Amphib_unthrtnd,Bird_unthrtnd,Mammal_unthrtnd,Marine_unthrtnd,Seabird_unthrtnd,Forest_cover,Wetlands,NPP_pot,NPP,C_veg_pot,C_veg
18,Save,Mozambique,Eastern Africa,94.472,35.08121969,-20.91803826,Afrotropic,Mangroves,0,3.277895069,204.9182969,0.06370914,0.5894,169.1677783,603529152,1588.099976,213.1000061,42573608,43.40000153,721.9000244,68938040,0.464942306,0.1056,0.3958,0.08503069,13.53072527,4.26,638011007.9,388000,673.6509099,0.032704275,9.590258458,1.880911434,3.262843529,70.17423463,283.5438776,28.9244898,1.038000042,16,40.72827803,0,0.588279,0.730492106,0.66914825,7.826446281,265.3024324,40.97520661,1721.910554,30.59746601,1415.5,11,1,0.977384301,0.964236909,0.666370571,0.818181818,0.002534017,298.245614,860.361084,828.8186646,20.89909033,1893
19,Rufiji,Tanzania,Eastern Africa,757.419,39.33954824,-7.921940307,Afrotropic,Mangroves,0,4.046127904,75.3642586,0.179450945,0.260800004,130.9141323,39326251.59,444.0285704,562.6714238,3074896.515,56.30000019,453.3857117,100.4411171,0.048337931,0.649186656,0,0.250207816,2.557787318,22.39789427,0,906000,672.8283216,3.363837055,9.699006246,3.124071708,1.067721355,32.72077069,309.9580042,19.51700946,1.056544618,15.79120879,31.96828442,0.143860628,0.6108744,0.782752463,0.696919656,34.76648045,357,84.28826816,3288.5,40.5,1990,16.04993002,1,0.974389756,0.954005935,0.651656002,0.875388865,0.016164237,865.914787,799.8507004,711.0088501,88.125,16749.8708
20,Betsiboka,Madagascar,Eastern Africa,642.582,46.43581969,-15.96365044,Afrotropic,Tropical and Subtropical Dry Broadleaf Forests,0,4.613836249,18.33406289,0.046462559,0.067599728,167.1507038,2074752256,295.8000009,642.8142962,325748504,17.95714273,966.5857239,85915168,0.361167043,0.834722445,0.958807376,0.013029645,0,33.5271546,77429639.26,22797100,662.7765827,1.48E-06,10.00097535,2.90531429,1.787451828,71.07699612,339.0999299,23.42531557,1.0661975,17.30042017,34.73561261,0.903698776,0.760841028,0.63433332,0.531296441,4.831619537,140.75,21.87789203,2030.682444,24.3865955,1725.2,13,1,0.921847247,0.772727273,0.605340332,1,0.000536015,694.5606695,699.5092367,676.1827596,21.71428571,2526.764706
21,Kayan,Indonesia,South-Eastern Asia,1363.48,117.5055174,2.958087927,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,3.746629597,10.81979837,0.114584753,0,157.8952159,1176374116,252.1099987,924.3499939,936293447.4,70.13999895,368.8899979,238404106,0.000840841,0.95569161,0.977326217,0.139094307,42.40209233,57.74107728,69285048331,77501100,668.8959297,3.7021288,10.22904411,3.055204182,1.128472226,79.43543147,618.1550681,26.04004034,0.575477453,15.17374005,39.64125334,0.986890535,0.904054319,0.720117011,0.619713676,8.041953663,345,82.25798372,1484.666667,30.66666667,2359.268464,10.91788317,1,0.947826087,0.844065167,0.052367479,1,0.028422642,0,1136.262028,1056.348649,182.8125,15001.14943
22,Segah,Indonesia,South-Eastern Asia,509.519,117.8184081,2.106324778,Indo-Malay,Mangroves,0,1.668729881,10.40717406,0.175657168,0,130.3829933,480253864,70.82610509,500.1451286,341102809,117.2025284,439.1170853,77685229.72,0,0.804975001,0.843317591,0.193354153,0,3.263312445,1520032218,3770000,673.7942549,3.328327338,9.507924711,2.445201395,1.879837049,104.165042,660.934634,23.64611222,1.409999967,16,40.62833687,1,0.875788255,0.7351232,0.687804541,1.67,338.6,78.10833333,2974.840352,49.94270629,2360.052921,10.46973757,1,0.946839929,0.845724907,0.049095511,1,0.044828495,0,1159.719409,1027.525464,180,18408.04598
23,Pemali,Indonesia,South-Eastern Asia,16.029,109.0601631,-6.786786019,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,9.369171566,1024.844124,0.580152,0,0,60998610000,30.10000038,2094.5,15778567000,9.199999809,11.5,5555929000,0.0165917,0.8405,0.8906,0.397971905,0,6.14,13144809082,6251630000,450.6913729,0.015161911,10.12329974,3.141273397,2.231415351,7.590000153,470.9245283,34.77358491,1.409999967,16,40.72827803,0,0.637599,0.29766,0.274451,0.523809524,301,28.57142857,3440.643008,56.01557024,3161.1,16,0.944444444,0.973421927,0.929411765,0.073856115,0.875,0.000149435,0,1115.8055,653.70795,0,27.77777778
24,Sadang,Indonesia,South-Eastern Asia,32.677,119.4723374,-3.685938752,Australasia,Tropical and Subtropical Moist Broadleaf Forests,0,9.233435858,199.7836336,0.448694944,0,109.4108758,25500424744,1469.926707,1077.201423,6430646612,505.6864094,746.4046226,1553454150,0.000857423,0.938600004,0.960500002,0.588291992,0,17.62999916,9178729436,364843000,514.935741,4.499819519,10.14796951,3.053057624,2.616776745,35.59500031,454.5103306,27.71900826,1.409999967,16,40.72827803,0.569517416,0.758730948,0.655353133,0.533582866,8.72972973,223.4880714,56.08108108,4566.499942,66.10373072,3456.1,13,1,0.968678418,0.878653106,0.055565894,1,0.001371278,0,1280.388916,830.6835327,183.4820624,4787.878788
25,25,Indonesia,South-Eastern Asia,20.83,106.2543381,-5.990356723,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,10.42586773,987.1516333,0.599789739,0,143.5361073,36301715526,6237.19076,1424.41059,9955734848,48.62687523,30.96955708,2407808967,0.006614127,0.741400003,0.730400026,0.418472791,23.45449137,1.940000057,3813514693,2622130000,646.5303208,37.25170995,10.00084713,2.924299153,2.254639415,11.98421077,814.1891892,24.85135135,1.639999986,19,35.61613707,0,0.380984,0.657565359,0.528325144,18,330.5391637,87.23076923,2175,34,2425.4,18.96769296,0.944444444,0.954619598,0.921637752,0.073373158,0.894557551,1.46E-05,0,977.333374,579.6680908,73.37131607,45.45454545
26,Pomats,Indonesia,South-Eastern Asia,809.6,138.0556534,-5.310755756,Australasia,Tropical and Subtropical Moist Broadleaf Forests,0,1.335588627,3.494352305,0.100280505,0,18.67143218,275577434,1.066666683,532.4333191,86404537.5,0,0,694.4967575,0.001153639,0.924213519,0.722608275,0.084444495,0,33.1979294,648079827.4,117000,673.9775291,4.683851394,10.20729741,2.398077138,0.528511143,94.96310868,638.6646673,24.15838534,1.070000052,16,40.71772148,1,0.939907525,0.837440189,0.760105564,8.173137461,255.8888889,25.55613851,2154.5,42,2582.3,13,1,0.987407729,1,0.637460157,0.923076923,0.064964109,423.8329238,1027.51081,977.0571221,200,19359.8301
27,Pulau,Indonesia,South-Eastern Asia,823.428,138.3849717,-5.714724382,Australasia,Tropical and Subtropical Moist Broadleaf Forests,0,1.187125739,3.494352308,0.097338313,0,18.53428888,395463840,0.949999988,519.8500061,119991146,0,0,358991.6651,0,0.890376164,0.937733304,0.062477797,0,26.17038436,448670649.7,1620000,676.3642371,0.000773614,10.20523545,2.518872777,1.255224565,64.81069096,742.7549908,24.31649263,1.070000052,16,40.71434459,1,0.930126266,0.842463115,0.75481169,6.045548654,251.2857143,26.10766046,2164.436592,44.35345735,2090.6,13,1,0.988061399,1,0.628222421,0.923076923,0.071409957,0,1028.993835,983.5178019,200,17949.58726
28,Laloki,Papua New Guinea,Melanesia,81.82,146.9618839,-9.156913224,Australasia,Mangroves,0,3.219657611,12.79461582,0.024227777,0,180.3085041,101950956.7,159.0799451,3936.860937,7020716.837,8.214575784,1452.430942,8659272.534,0.005729901,0,0.6652,0.008333557,0,2.45,3242136997,8140000,675.6594841,2.051047388,9.7524485,3.126612174,0.346132891,129.9776405,404.7078966,22.71139064,1.200000048,21,40.69880479,1,0.812727571,0.718024932,0.663054259,12.05208333,297.5364039,51.01041667,5892.801268,76.71245991,2891.4,15,1,0.986556267,0.955043066,0.452721834,1,0.060213871,1000,1042.049821,1023.655477,131.8724347,7337.931034
29,Kapuas,Indonesia,South-Eastern Asia,2683.741,109.2979107,-0.279916312,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,8.33427795,234.3807137,0.310819457,0,159.7735785,20077944303,1541.387503,1986.06876,8154576491,1685.509358,1483.399994,2105475580,0.001233259,0.987117121,0.996832048,0.078730576,0,184.4313825,1.99E+11,1247471000,642.9583024,2.816497144,9.796689168,2.995792315,0.638077681,46.93107439,898.8578339,20.23941041,1.550078929,18.25065789,40.09648996,0.769899195,0.568557901,0.63486685,0.515864528,4.803759159,329.2692308,89.10035043,1445.666667,30.66666667,2637.098099,14.25054398,1,0.948020091,0.871777003,0.10318315,0.92982724,0.05516368,0,1098.98177,870.7923203,217.96875,14627.3309
30,Rajang,Malaysia,South-Eastern Asia,4789.609,111.5488043,2.461513131,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,0,5.316493562,51.60608005,0.16011139,0,161.4541754,10678252722,173.469643,299.2678582,880790921.4,751.444646,1616.853562,5261371890,0.00994242,0.924933314,0.9363,0.087317515,11.93810435,93.93225798,1.30E+11,267164700,674.2280729,0.933943199,10.03972252,2.790178248,0.579193637,357.73767,707.8741595,20.56326825,1.389848241,16.49241275,39.72270691,0.997250415,0.832877455,0.710910636,0.580748262,1.354211278,340.5306122,88.10135617,573.5,14.75,2765.25802,12.54718912,1,0.948220065,0.848429125,0.103562903,0.920300875,0.059229279,936.7611184,1066.329044,964.7675914,201.3157895,17279.24934
31,Indragiri,Indonesia,South-Eastern Asia,1469.605,103.4872183,-0.34152121,Indo-Malay,Mangroves,0,5.503110401,56.7975804,0.343965142,0,130.7457323,14299002486,1530.400003,729.9076867,13586020785,663.0846182,1084.78463,3947349179,0.000413762,0.951858186,0.967014387,0.179309,0,32.20034705,25092864582,1448010000,667.276103,5.824312453,10.02904551,2.858681685,1.284739769,125.3658346,804.8640924,22.98773799,1.420442633,17.17035547,40.66889997,0.917783768,0.64541749,0.666331076,0.556684049,20.12914485,381.7333333,96.95287958,209,3,1947.339045,12.71585197,1,0.947607405,0.860544218,0.099273741,0.921358002,0.052792986,278.7757818,1074.93663,847.7865486,112.5,11551.36758
32,Pankara,Russia,Eastern Europe,24.884,162.2709876,58.58566661,Palearctic,Boreal Forests/Taiga,0,1.875427267,0.096518879,0.058700905,0,0,0,0,0,0,0,0,0,0,0.553300023,0,0.221760603,0,3.779999971,350493124.4,354300,675.8289033,0.013766795,9.854397497,3.141273397,0.386168135,94.03571429,702.0924499,67.64098613,7.716792107,22.0754717,40.72614483,0,0.926233578,0.857928274,0.92155596,1,107.6995991,22.98214286,147.7555094,0,473.2,11,1,0.953574572,1,0.929247007,1,0.011362734,0,385.4145453,367.5327992,5.21846621,175
33,Avacha,Russia,Eastern Europe,21.521,158.4726339,53.04185503,Palearctic,Boreal Forests/Taiga,0,2.177577198,1.581640328,0,0,0,0,25.49579213,3705.485636,0,0,0,0,0,0.51557698,0.629495746,0.048154635,0,3.928370269,2914832652,17861903,677.6169495,1.678875992,9.692540437,3.122984372,2.979484844,86.22222222,803.6212625,39.43521595,1.899999976,21,40.72184096,0,0.925491254,0.844746074,0.868902704,1.024390244,120,25.14634146,396.7751771,1.800450496,508.5,12.11683405,1,0.95,0.964285714,0.920952208,1,0.017606521,0,193.1111145,193.1111145,24.28765127,147.2222222
34,Clutha,New Zealand,Australia and New Zealand,70.487,169.7911859,-46.28697105,Australasia,"Temperate Grasslands, Savannas and Shrublands",0,12.90140852,23.78031548,0.339415436,0.575900018,74.49088001,1469450900,4.367958678,12077.45566,155001150,0,0,2383192300,0.151735875,0,0.751399994,0.062503611,0,6.150000095,18914942394,203032000,665.5977411,11.77699697,9.593666551,3.141273397,2.006229753,114.6095615,593.3286562,29.64597949,1.139999986,18,40.68649708,0.668898374,0.67775089,0.467070283,0.399360139,1.966386555,55.33390733,7.100840336,607.9462926,16.95094545,774.42,48,1,0.894441059,1,0.846778438,0.6875,0.00015053,0,609.059361,578.5456271,5.999793767,1692.307692
35,Waikato,New Zealand,Australia and New Zealand,26.676,174.7784365,-37.3278682,Australasia,Temperate Broadleaf and Mixed Forests,0,9.139696165,2.21324805,0.26903539,0.2564,47.16944194,0,18.6215376,3843.339349,0,0.168974595,2167.849362,0,0.187233913,0,0.8672,0.015582525,0,18.3,9012355436,162998700,668.7914654,3.928471546,10.06200026,3.141273397,2.98121454,144.179092,741.1818182,30.07644628,2.193030282,17.09090909,40.0130239,0,0.669955598,0.5367476,0.468050689,1.594594595,59.4596618,10.89189189,1203.639911,21.06148427,1359.5,54,1,0.94885381,0,0.842097409,0.703703704,0.006058677,0,742.9928908,737.1051104,23.23539976,1817.142857
36,Manning,Australia,Australia and New Zealand,118.829,152.5832065,-31.90710662,Australasia,Temperate Broadleaf and Mixed Forests,0,8.945589148,61.76400852,0.086267708,0.1738,0,0,251.7201611,2205.75775,0,138.4744551,3646.672882,0,0.086703417,0.515966096,0.577189406,0.03608817,0,0.03,289825400.1,24205700,635.7052776,88.91808583,10.12720906,2.850890375,2.07352652,81.35512993,426.0151157,19.58573453,1.184545492,15.6969697,40.26775207,0,0.771818097,0.609072951,0.538124523,30.93975904,312,65.03012048,2782.629103,39.24130652,1206.9,45.79964712,0.803278689,0.974358974,0.921259843,0.805052296,0.781657706,0.001212993,0,820.4681046,802.7696399,69.20781087,11457.34266
37,Konkoure,Guinea,Western Africa,239.192,-13.69598747,9.828108451,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,0,5.237584765,36.52182527,0.145748124,0,21.87727547,132588505.9,1002.633341,764.8000081,28606792.05,64.2333313,911.9333496,19341894,0.005143223,0,0.926100016,0.190347741,0,14.81999969,1916803639,57650400,648.1739599,2.37E-06,10.0788908,3.01758523,1.29596131,48.10263165,276.9595655,23.64996982,1.870000005,17,34.39879118,0,0.578872004,0.814302352,0.71254036,18.00348432,284,62.271777,594.8534939,16,1590.5,16,1,0.992957746,0.936708861,0.907488665,1,0.0062265,710.6227106,678.1666565,624.4987488,50.66666667,12380.95238
38,Saloum,Senegal,Western Africa,907.014,-16.58057714,13.95667884,Afrotropic,Mangroves,0,6.571614999,107.6900684,0.264119319,0,186.4731059,374127171.4,911.0666339,115.2999986,127851501.4,9.583333174,236.5333354,13662769.57,0.185874873,0.36528916,0.907344404,0.192347445,0,0.77,8338478542,151607200,676.0789409,1.555800497,10.16850287,2.770907731,0.317557277,43.10264316,300.5656334,37.53373866,1.162729067,16.07389163,40.72827803,0.169197971,0.593405299,0.809450874,0.73004451,15.23861566,383.8888889,61.8852459,302.6880897,6,703.7,18.39454368,1,0.973082489,0.986111111,0.906438608,0.945636053,0.000314989,593.4782609,609.9938219,517.9988946,36.8,6830.063291
39,Cross,Nigeria,Western Africa,541.941,8.227814872,4.89972889,Afrotropic,Mangroves,0,8.687508124,892.9006851,0.521754056,0,45.67528583,9611853824,1908.714303,127.328574,3290783280,827.2571515,126.2285707,5613198192,0,0.923067526,0.208858736,0.352396638,91.66547812,63.85310833,69409315745,508853400,670.2959106,26.92223256,9.946740634,2.931700204,1.516654259,60.45389543,377.4724583,17.92366542,1.399999976,17,37.30815709,0.113683113,0.614232023,0.80113541,0.701690435,26.33070866,370,76.53858268,275.6725739,5,2523.135864,13,1,0.988108108,0.947058824,0.915075544,0.923076923,0.004844238,439.4785847,879.5638916,571.7397888,42.85714286,9655.172414
40,Little Scarcies,Sierra Leone,Western Africa,51.598,-13.14255486,8.857632953,Afrotropic,Mangroves,0,6.876571045,136.7575926,0.089377946,0,161.0541884,203515495,2642.728878,404.8847184,15206911.25,118.8825787,716.50973,192256800,0,0,0,0.159425186,0,27.38999939,24869612509,106654400,660.9934578,0.011448744,8.467962081,3.141273397,1.263840453,45.03867804,286.2903226,31.08684864,1.752258066,16.19354839,39.97297798,0.050429393,0.562497079,0.800564232,0.720779878,11.83870968,348.3025119,58.82258065,645.7729989,13.94939844,2406.2,16,1,0.991386798,0.931137103,0.90409781,1,0.00027864,711.5384615,707.7560136,660.5918339,73.49937612,2545.454545
41,Sanaga,Cameroon,Middle Africa,68.233,9.685185249,3.575369931,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,0,5.290113808,20.2423962,0.097444984,0.2893,130.8008131,425837504,200.9417905,1005.989896,73087536,79.81393672,612.9421128,39168688,0,0.359800011,0,0.398326081,50.35714796,6.070000172,90431796718,43339570,675.4975826,25.98947381,7.550924783,3.101749629,2.085787035,51.69630328,393.8929936,19.41783439,1.629999995,17,40.49194773,0,0.742464,0.796304358,0.763712038,63.59493671,399.5054112,107.5822785,196.0181369,3.170046787,2641.4,13,0.973801513,0.985808446,0.925926795,0.898182981,0.923076923,0.019492613,306.122449,888.0291171,832.812459,134.0473375,5555.555556
42,Ndia,Cameroon,Middle Africa,228.553,8.743723163,4.652050067,Afrotropic,Mangroves,0,4.030275913,22.04536901,0.142739391,0,143.3712751,11884278528,314.5041658,380.0589223,5533852800,71.75979331,839.8385627,1833718784,0,0.709100008,0,0.197248171,55.78714191,22.73999977,1480615055,6840940,674.036009,6.359418801,10.13373538,2.861348043,0.417497878,60.45172103,422.1613663,19.27149588,1.399999976,17,40.63658347,0,0.734564058,0.887050835,0.777366352,53.24163569,408.5,105.5910781,250.5606777,4.551809514,2613.926477,13,0.984962406,0.990208078,0.930327869,0.898901758,0.923076923,0.020071627,917.0305677,884.5694275,810.6144714,33.33333333,15470.08547
43,Coporolo,Angola,Middle Africa,86.053,13.00677456,-12.89282617,Afrotropic,Deserts and Xeric Shrublands,0,7.619899977,14.86055693,0.053393883,0.216100007,171.1637251,106424620,3037.799988,3361.649963,12472830,10.85000014,579.1999969,11296469,0.349376762,0,0.588100016,0.20169806,0,1.080000043,893804377.1,29835100,668.4430782,0.368189177,10.05445892,3.141273397,0.597855157,22.5121949,236.9124847,18.32986536,0.854851487,14.97029703,33.9549675,0.143884552,0.45926,0.46715005,0.445669412,10.3960396,270.5117593,53.1980198,1090.777707,17.82760186,982.6,7.039964536,1,0.985985996,0.964078566,0.899605369,0.852277021,0.000240782,747.3684211,84.16666794,80.61090851,2,3234.444444
44,Ogooue,Gabon,Middle Africa,2522.307,9.053057598,-1.0101494,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,0,3.872985855,13.66013249,0.132502416,0,128.6724072,690503564,120.4105256,456.2736816,301955736,11.12105272,939.1263155,294333685.5,0.040990995,0.706272501,0.911638238,0.162443871,84.43741595,119.9518705,1.89E+11,17389230,676.0041665,1.610648361,8.447104222,3.139457913,0.691491128,152.47614,520.7556156,17.28883512,1.399999976,17,40.25181459,1,0.794491155,0.793392579,0.756142105,55.15361139,354.64,98.84944049,469.6666667,8,2138.451328,13.18557702,1,0.993683736,0.896578239,0.898182981,0.924159557,0.037700871,811.3279755,908.2160486,802.2673747,120.6896552,14438.7612
45,Karaga,Russia,Eastern Europe,25.629,162.969427,59.14850207,Palearctic,Boreal Forests/Taiga,0,1.968991884,0.096518878,0.02951879,0,0,0,0,0,0,0,0,0,0,0.433600008,0.489399999,0.246632604,0,1.610000014,120163624.2,2416250,677.2062453,1.1092855,9.897764719,2.922957207,3.006459665,46.83882928,674.0066934,59.97456493,2.410000086,23,40.68078593,0,0.92195419,0.864713743,0.873847734,0.625,107,11.57142857,98.66545694,0,473.2,11,1,0.953271028,1,0.929247007,1,0.011056584,86.20689655,354.6885539,348.9768384,3.488623237,46.07843137
